"ITEM_ID","LABEL","REVIEW_ID","KEYWORDS","Cat","ABSTRACT","TITLE"
"pubmed-16704895",0,"NDC-SOLES","Amyloid/toxicityAnimalsCloning MolecularHomeodomain Proteins/genetics/pharmacologyNerve Tissue Proteins/genetics/pharmacologyNeuroprotective Agents/pharmacologyOxidative Stress/drug effects/*physiologyPC12 CellsRatsRecombinant Fusion Proteins/pharmacologyViral Structural Proteins/genetics/pharmacology",NA,"","Recombinant activity-dependent neuroprotective protein protects cells against oxidative stress"
"pubmed-16716898",0,"NDC-SOLES","AnimalsCell DifferentiationDisease Models AnimalDown Syndrome/enzymology/*pathologyHumansLongitudinal StudiesMiceMice TransgenicSuperoxide Dismutase/*geneticsT-Lymphocytes/*cytologyThymus Gland/*pathology",NA,"","Early thymic T cell development in young transgenic mice overexpressing human Cu/Zn superoxide dismutase a model of Down syndrome"
"pubmed-16737849",0,"NDC-SOLES","AdultAnimalsElectrodes ImplantedElectroencephalography/methods/*statistics & numerical dataEpilepsy Complex Partial/*diagnosis/*physiopathology/surgeryEvaluation Studies as TopicFemaleFourier AnalysisHumansPreoperative CareRabbitsSleepTemporal Lobe/*physiopathologyWakefulness",NA,"","Fine spatiotemporal structure of phase in human intracranial EEG"
"pubmed-16782507",0,"NDC-SOLES","Ammonia/*pharmacologyAnimalsAstrocytes/*drug effects/*metabolismCells CulturedCreatine/*pharmacologyDose-Response Relationship DrugNerve Growth Factors/*metabolismRatsRats WistarS100 Calcium Binding Protein beta SubunitS100 Proteins/*metabolism",NA,"","Ammonia-induced alteration in S100B secretion in astrocytes is not reverted by creatine addition"
"pubmed-16826366",0,"NDC-SOLES","AnimalsCentral Nervous System Neoplasms/cerebrospinal fluid/*veterinaryDog Diseases/*cerebrospinal fluidDogsLeukocytes/*physiologyMatrix Metalloproteinase 2/cerebrospinal fluidMatrix Metalloproteinase 9/*cerebrospinal fluidModels Statistical",NA,"","Recruited leukocytes and local synthesis account for increased matrix metalloproteinase-9 activity in cerebrospinal fluid of dogs with central nervous system neoplasm"
"pubmed-16860915",0,"NDC-SOLES","Air Pollutants Occupational/*pharmacologyAnimalsAstrocytes/*metabolismBasic Helix-Loop-Helix Transcription Factors/metabolismBenzhydryl CompoundsBiotransformation/drug effectsBlotting WesternBone Morphogenetic Protein 2Bone Morphogenetic Proteins/metabolismCell Differentiation/drug effectsCell LineCulture Media Serum-FreeEstrogen Receptor alpha/metabolismEstrogen Receptor beta/metabolismFluorescent Antibody TechniqueGlial Fibrillary Acidic Protein/*biosynthesisInterleukin-6/metabolismLeukemia Inhibitory FactorMiceNerve Tissue Proteins/metabolismOligodendrocyte Transcription Factor 2Phenols/*pharmacologySTAT3 Transcription Factor/*metabolismSmad1 Protein/*metabolismSmad6 Protein/metabolismStem Cells/*metabolismTransforming Growth Factor beta/metabolism",NA,"","Low-level bisphenol A increases production of glial fibrillary acidic protein in differentiating astrocyte progenitor cells through excessive STAT3 and Smad1 activation"
"pubmed-16895991",0,"NDC-SOLES","AnimalsAromatase/genetics/*metabolismCells CulturedCholesterol Side-Chain Cleavage Enzyme/genetics/metabolismCyclic AMP/*metabolismEstradiol/bloodFemaleFollicle Stimulating Hormone/*metabolism*Gene Expression Regulation EnzymologicGranulosa Cells/cytology/physiologyHumansOvary/cytology/physiologyPhosphoproteins/genetics/metabolismPromoter Regions GeneticRNA Messenger/metabolismRNA Small Interfering/genetics/metabolismRatsRats Sprague-DawleySteroidogenic Factor 1beta Catenin/*metabolism",NA,"","Follicle-stimulating hormone/cAMP regulation of aromatase gene expression requires beta-catenin"
"pubmed-16902995",0,"NDC-SOLES","Amyotrophic Lateral Sclerosis/genetics/pathology/physiopathologyAnimalsBromodeoxyuridine/metabolismCell Count/methodsCell Proliferation/*drug effectsDisease Models AnimalEpidermal Growth Factor/*pharmacologyFibroblast Growth Factor 2/*pharmacologyFluorescent Antibody Technique/methodsGene Expression Regulation/drug effects/physiologyHumansInjections Spinal/methodsMiceMice TransgenicMotor Neurons/*drug effectsNerve Tissue Proteins/metabolismRotarod Performance Test/methodsSpinal Cord/*pathologyStatistics NonparametricStem Cells/*drug effectsSuperoxide Dismutase/genetics",NA,"","Intrathecal injection of epidermal growth factor and fibroblast growth factor 2 promotes proliferation of neural precursor cells in the spinal cords of mice with mutant human SOD1 gene"
"pubmed-16922889",0,"NDC-SOLES","Age FactorsAnimalsAnimals LaboratoryChild*Disease Models Animal*EpilepsyFinancing Organized/methodsHumansInfantMiceRatsResearch DesignSpasms InfantileTuberous Sclerosis",NA,"","Models of pediatric epilepsies: strategies and opportunities"
"pubmed-16956678",0,"NDC-SOLES","AnimalsBehavior AnimalCerebral Hemorrhage/*complications/pathologyConditioning Operant/physiologyCorpus Striatum/*pathologyDisease Models AnimalMaleMotor Skills Disorders/*etiology/*pathologyRatsRats Sprague-DawleyReaction Time/physiologyRecovery of Function/physiologyTime Factors",NA,"","Skilled reaching impairments follow intrastriatal hemorrhagic stroke in rats"
"pubmed-16973377",0,"NDC-SOLES","Amino Acid SequenceAnimalsBuffersCapsid Proteins/metabolismCations Divalent/pharmacologyEdetic Acid/pharmacologyEgtazic Acid/pharmacologyElectrophoresis Polyacrylamide GelGlycosylationHumansKineticsLassa virusMolecular Sequence DataProprotein Convertases/antagonists & inhibitors/*genetics/isolation &purification/metabolismRecombinant Proteins/antagonists & inhibitors/biosynthesis/isolation &purification/metabolismSequence AlignmentSerine Endopeptidases/*genetics/isolation & purification/metabolismSpodopteraSubstrate Specificity",NA,"","Recombinant expression purification and kinetic and inhibitor characterisation of human site-1-protease"
"pubmed-16981869",0,"NDC-SOLES","AnimalsAnticonvulsants/*pharmacologyArea Under CurveBehavior Animal/drug effects/physiologyDisease Models AnimalDose-Response Relationship DrugEpilepsies Partial/*chemically induced/physiopathology/*prevention & controlFructose/*analogs & derivatives/pharmacologyFunctional Laterality/drug effects/physiologyGlutamates/drug effects/metabolismHippocampus/drug effects/metabolismMaleMicrodialysisMicroinjectionsPilocarpineRatsRats WistarSeizures/*chemically induced/*prevention & controlSubstantia Nigra/*drug effects/physiopathologySynaptic Transmission/drug effects/physiologyTopiramategamma-Aminobutyric Acid/drug effects/metabolism",NA,"","Substantia nigra is an anticonvulsant site of action of topiramate in the focal pilocarpine model of limbic seizures"
"pubmed-16989981",0,"NDC-SOLES","AnimalsEnzyme Inhibitors/*toxicityFatty Acids Unsaturated/chemistry/*pharmacologyFemaleGene Expression Regulation Developmental/*drug effectsHomeodomain Proteins/*metabolismMalePregnancy*Prenatal Exposure Delayed EffectsRNA Messenger/metabolismRatsRats Long-EvansReverse Transcriptase Polymerase Chain Reaction/methodsTime FactorsValproic Acid/*toxicity",NA,"","Induction of the homeotic gene Hoxa1 through valproic acid's teratogenic mechanism of action"
"pubmed-17062563",0,"NDC-SOLES","AnimalsCOS CellsCell LineChlorocebus aethiopsCullin Proteins/chemistry/*physiologyDown-Regulation/physiologyHippocampus/enzymology/metabolismHumansMicrofilament Proteins/chemistry/*physiologyNeurons/enzymology/metabolismProteasome Endopeptidase Complex/chemistry/*physiologyProtein Interaction MappingProtein Subunits/antagonists & inhibitors/chemistry/*metabolismRatsRats Sprague-DawleyReceptors Kainic Acid/antagonists & inhibitors/chemistry/*metabolismSignal Transduction/*physiologySubstrate Specificity/physiologyTwo-Hybrid System Techniques",NA,"","Actinfilin is a Cul3 substrate adaptor linking GluR6 kainate receptor subunits to the ubiquitin-proteasome pathway"
"pubmed-17089323",0,"NDC-SOLES","AnimalsBenzyl Alcohols/administration & dosage/*pharmacology/therapeutic useBrain Ischemia/chemically induced/*prevention & controlCell Hypoxia/drug effectsChromatography High Pressure Liquid*GastrodiaGlucosides/administration & dosage/*pharmacology/therapeutic useGlutamic AcidHippocampus/cytologyMaleNeuroprotective Agents/administration & dosage/*pharmacology/therapeutic use*PhytotherapyPlant Extracts/administration & dosage/pharmacology/therapeutic useRatsRats Sprague-DawleyRhizome",NA,"","A study of the neuroprotective effect of the phenolic glucoside gastrodin during cerebral ischemia in vivo and in vitro"
"pubmed-17108004",0,"NDC-SOLES","Adaptor Proteins Signal TransducingAnimalsCell DifferentiationCell Line TumorChromatin ImmunoprecipitationCyclin-Dependent Kinase 9/metabolismDNA-Binding Proteins/*metabolismEmbryo Mammalian/*metabolism*Embryo NonmammalianErythroid Cells/cytologyErythropoiesis/*geneticsHematopoietic Stem Cells/*metabolismHomeodomain Proteins/metabolismLIM Domain ProteinsLeukemia Erythroblastic AcuteMiceNuclear Proteins/metabolismProtein BindingRepressor Proteins/metabolismTranscription Factor 4Transcription Factors/metabolismTransfectionZebrafishZebrafish Proteins/*metabolism",NA,"","Novel binding partners of Ldb1 are required for haematopoietic development"
"pubmed-17140834",0,"NDC-SOLES","AnimalsBlotting NorthernChiroptera/*genetics/physiologyCloning MolecularDNA Complementary/chemistry/genetics/isolation & purificationForkhead Transcription Factors/*genetics*Gene Expression ProfilingHibernationMolecular Sequence DataProtein Kinases/*geneticsProtein Serine-Threonine Kinases/*geneticsProtein-Tyrosine Kinases/*geneticsRNA Messenger/genetics/metabolismReverse Transcriptase Polymerase Chain ReactionSequence Analysis DNA",NA,"","Cloning and expression of PDK4 FOXO1A and DYRK1A from the hibernating greater horseshoe bat (Rhinolophus ferrumequinum)"
"pubmed-17192930",0,"NDC-SOLES","Alzheimer Disease/*drug therapy/physiopathology/psychologyAnimalsAnticholesteremic Agents/pharmacology/therapeutic useBrain/*drug effects/pathology/physiopathologyCholesterol/metabolismCytoprotection/drug effects/physiologyDisease Models AnimalFemaleLearning/drug effects/physiologyLearning Disabilities/*drug therapy/pathology/physiopathologyMemory/drug effects/physiologyMemory Disorders/*drug therapy/pathology/physiopathologyMiceMice Inbred C57BLMice TransgenicNeuroprotective Agents/pharmacology/therapeutic useNitric Oxide Synthase Type III/drug effects/metabolismPlaque Amyloid/*drug effects/metabolism/pathologyProto-Oncogene Proteins c-akt/drug effects/metabolismSignal Transduction/drug effects/physiologySimvastatin/*pharmacology/therapeutic useTreatment Outcome",NA,"","Simvastatin enhances learning and memory independent of amyloid load in mice"
"pubmed-17196184",0,"NDC-SOLES","ATP Binding Cassette Transporter Subfamily B Member 1/geneticsAnimalsBiomarkers/analysis/metabolismBlood-Brain Barrier/*metabolismCarrier Proteins/*geneticsCerebral Arteries/*metabolismEndothelial Cells/*metabolismGene Expression Regulation/geneticsGlial Fibrillary Acidic Protein/geneticsMaleMembrane Transport Proteins/geneticsMicrocirculation/*metabolismMultidrug Resistance-Associated Protein 2Multidrug Resistance-Associated Proteins/geneticsOrgan Culture Techniques/methodsRNA Messenger/metabolismRatsRats Sprague-Dawley",NA,"","Expression of drug transporters at the blood-brain barrier using an optimized isolated rat brain microvessel strategy"
"pubmed-17208654",0,"NDC-SOLES","AnimalsAntioxidants/*metabolismBrain Chemistry/drug effectsCerebral Cortex/*drug effects/enzymologyLipid Peroxidation/drug effectsMaleMalondialdehyde/metabolismMuscarinic Agonists/*pharmacologyOxidative Stress/*drug effectsPilocarpine/*pharmacologyRNA/biosynthesis/isolation & purificationRatsRats WistarReactive Oxygen Species/metabolismReverse Transcriptase Polymerase Chain ReactionVitamin E/metabolism",NA,"","Antioxidant response and oxidative damage in brain cortex after high dose of pilocarpine"
"pubmed-17234750",0,"NDC-SOLES","Adenocarcinoma/genetics/metabolismAdenoma/genetics/metabolismAnimalsCell Transformation Neoplastic/genetics/metabolismColonic Neoplasms/*genetics/metabolism*Genes APCMaleMucins/*deficiency/metabolism*MutationPrecancerous Conditions/*genetics/metabolismRatsRats Inbred F344",NA,"","Frequent mutation of Apc gene in rat colon tumors and mucin-depleted foci preneoplastic lesions in experimental colon carcinogenesis"
"pubmed-17237784",0,"NDC-SOLES","AnimalsCell CountCell CycleCell Nucleus/metabolismIntestinal Mucosa/*metabolismIntestinal Polyps/*geneticsMicePTEN Phosphohydrolase/genetics/metabolism/*physiologyPhosphorylationProto-Oncogene Proteins c-akt/metabolismStem Cells/*metabolismbeta Catenin/metabolism",NA,"","PTEN-deficient intestinal stem cells initiate intestinal polyposis"
"pubmed-17319923",0,"NDC-SOLES","Amygdala/physiologyAnimalsAnticonvulsants/*pharmacology/therapeutic useDisease Models AnimalDose-Response Relationship DrugDrug ResistanceElectric StimulationElectrodes ImplantedElectroencephalographyEpilepsy Temporal Lobe/drug therapy/*prevention & controlFemalePhenobarbital/*pharmacology/therapeutic usePhenytoin/*pharmacology/therapeutic useRatsRats Sprague-DawleySeizures/*prevention & controlStatus Epilepticus/etiology/prevention & controlVideotape Recording",NA,"","Resistance to phenobarbital extends to phenytoin in a rat model of temporal lobe epilepsy"
"pubmed-17360915",0,"NDC-SOLES","*AllelesAnimalsDNA Topoisomerases Type I/*genetics/physiologyDrosophilaDrosophila Proteins/*genetics/physiology*MutationSeizures/*enzymology/genetics/*prevention & control",NA,"","Seizure suppression by top1 mutations in Drosophila"
"pubmed-17395336",0,"NDC-SOLES","AnimalsAttention/physiologyAttention Deficit Disorder with Hyperactivity/*genetics/*psychologyBehavior Animal/physiologyBlotting WesternBrain Chemistry/*geneticsCuesDopamine/*physiologyFemaleGene Expression RegulationLearning/physiologyMagnetic Resonance ImagingMaleMaze Learning/physiologyMemory/physiologyMotor Activity/physiologyRatsRats Inbred SHRRats Inbred WKYReflex Startle/physiology",NA,"","The usefulness of the spontaneously hypertensive rat to model attention-deficit/hyperactivity disorder (ADHD) may be explained by the differential expression of dopamine-related genes in the brain"
"pubmed-17403895",0,"NDC-SOLES","3T3-L1 CellsAdipocytes/*physiologyAdipogenesisAnimalsCarrier Proteins/genetics/*physiology*Cell DifferentiationCell LineCells CulturedEmbryonic Stem Cells/cytology/physiologyGenes ReporterHistocytochemistryHumansLuciferases/metabolismMiceNuclear Proteins/genetics/*physiologyRNA InterferenceSignal Transductionbeta Catenin/*antagonists & inhibitors",NA,"","Chibby promotes adipocyte differentiation through inhibition of beta-catenin signaling"
"pubmed-17437414",0,"NDC-SOLES","Action Potentials/*physiologyAnimalsBehavior Animal/physiologyBrain MappingCognition Disorders/physiopathologyDisease Models AnimalElectroencephalography/*statistics & numerical dataEpilepsy/*physiopathologyHippocampus/*physiopathologyHumansInterneurons/physiologyMemory/physiologyMicroelectrodesNeurons/*physiologyPatch-Clamp Techniques/statistics & numerical dataRatsSeizures/physiopathologySpatial Behavior/physiologyStatus Epilepticus/physiopathology",NA,"","Postictal single-cell firing patterns in the hippocampus"
"pubmed-17445302",0,"NDC-SOLES","ArteriesBrain/*blood supply/pathologyBrain Diseases/*diagnosisCerebrovascular Circulation/*physiologyCerebrovascular Disorders/*diagnosisMagnetic Resonance Imaging/methods*Perfusion*Spin Labels",NA,"","Measurement of cerebral perfusion with arterial spin labeling: Part 2. Applications"
"pubmed-17471557",0,"NDC-SOLES","AnimalsCerebellar Cortex/growth & development/*metabolismCorticotropin-Releasing Hormone/metabolismFluorescent Antibody TechniqueImage Processing Computer-AssistedImmunohistochemistryInterneurons/physiologyIsomerismMiceMice Inbred C57BLNeuroglia/metabolismPurkinje Cells/metabolismRNA Messenger/analysis/biosynthesisReceptors Corticotropin-Releasing Hormone/*metabolismReverse Transcriptase Polymerase Chain Reactiongamma-Aminobutyric Acid/physiology",NA,"","Cellular localization of the full-length isoform of the type 2 corticotropin releasing factor receptor in the postnatal mouse cerebellar cortex"
"pubmed-17508998",0,"NDC-SOLES","Anthropology Cultural/*statistics & numerical dataAttitude to Health/ethnologyBolivia/ethnologyBrazil/ethnologyChronic Disease/ethnology/psychologyEpilepsy/*ethnology/psychologyFaith Healing/psychologyHumansIndians Central American/psychology/*statistics & numerical dataIndians South American/psychology/*statistics & numerical dataMagic/psychology*Medicine TraditionalMexico/epidemiology/ethnologyPrevalenceReligion and MedicineShamanismTerminology as TopicWitchcraft/psychology",NA,"","An anthropological study about epilepsy in native tribes from Central and South America"
"pubmed-17532643",1,"NDC-SOLES","AnimalsAnimals NewbornCell Differentiation/physiologyDendritic Spines/pathology/physiologyDentate Gyrus/*growth & development/*pathology/physiopathologyEpigenesis Genetic/physiologyGene Expression Regulation DevelopmentalMethyl-CpG-Binding Protein 2/deficiency/*genetics/metabolismMiceMice Inbred ICRMice KnockoutNeurons/pathology/physiology/ultrastructurePresynaptic Terminals/physiologyRett Syndrome/*genetics/pathology/*physiopathology",NA,"","Mecp2 deficiency leads to delayed maturation and altered gene expression in hippocampal neurons"
"pubmed-17537723",1,"NDC-SOLES","AnimalsCOS CellsChlorocebus aethiopsHippocampus/metabolismIntellectual Disability/genetics/*metabolismModels BiologicalMutationNeurons/metabolismProtein Serine-Threonine Kinases/metabolism/*physiologyRatsSynapses/metabolismSynaptic Transmissioncdc42 GTP-Binding Protein/*metabolismp21-Activated Kinasesrac1 GTP-Binding Protein/metabolism",NA,"","The p21-activated kinase 3 implicated in mental retardation regulates spine morphogenesis through a Cdc42-dependent pathway"
"pubmed-17595538",0,"NDC-SOLES","AnimalsAxons/metabolism/ultrastructureBiogenic Amines/biosynthesis/metabolism*Biological EvolutionBiomarkers/analysis/metabolismElasmobranchii/*embryology/physiologyEnzymes/metabolismEpithelial Cells/metabolism/ultrastructureHypothalamus/*embryology/metabolism/ultrastructureImmunohistochemistryMicroscopy Electron TransmissionNeural Pathways/metabolism/ultrastructureNeuroglia/metabolism/ultrastructureNeurons/metabolism/ultrastructureNeuropeptides/metabolismNeurosecretion/physiologyNeurosecretory Systems/*embryology/metabolism/ultrastructureNeurotransmitter Agents/biosynthesis/metabolismSharks/embryology/physiologyThird Ventricle/*embryology/metabolism/ultrastructure",NA,"","New insights on Saccus vasculosus evolution: a developmental and immunohistochemical study in elasmobranchs"
"pubmed-17604636",0,"NDC-SOLES","AnimalsDeep Brain Stimulation/*methodsElectroencephalographyEpilepsy/complications/*therapyEpilepsy Absence/complications/*therapyRatsSubstantia Nigra/*physiology",NA,"","Controlling seizures is not controlling epilepsy: a parametric study of deep brain stimulation for epilepsy"
"pubmed-17611285",0,"NDC-SOLES","Age FactorsAnimalsAxons/physiologyDendrites/physiologyExcitatory Postsynaptic Potentials/physiologyHippocampus/*cytology/*physiologyMaleNeurons/*cytology/*physiologyRatsRats Sprague-DawleyRats Wistar",NA,"","Characterization of neurons in the CA2 subfield of the adult rat hippocampus"
"pubmed-17640403",0,"NDC-SOLES","Adrenergic alpha-Agonists/*therapeutic useAnalysis of VarianceAnimalsBrain-Derived Neurotrophic Factor/metabolismBrimonidine TartrateCell Count/methodsChronic DiseaseDisease Models AnimalGene Expression Regulation/drug effectsGlial Fibrillary Acidic Protein/metabolismMale*Ocular Hypertension/drug therapy/metabolism/pathologyOncogene Protein v-akt/genetics/*metabolismProto-Oncogene Proteins c-bcl-2/genetics/*metabolismPyridinium CompoundsQuinoxalines/*therapeutic useRNA Messenger/biosynthesisRatsRats Sprague-DawleyRetinal Ganglion Cells/physiologyReverse Transcriptase Polymerase Chain Reaction/methodsTime Factors",NA,"","Alteration of retinal intrinsic survival signal and effect of alpha2-adrenergic receptor agonist in the retina of the chronic ocular hypertension rat"
"pubmed-17640909",0,"NDC-SOLES","AnimalsFreeze FracturingGap Junctions/*ultrastructure*GoldMicroscopy Electron TransmissionMicroscopy ImmunoelectronMicrotomyMossy Fibers Hippocampal/*ultrastructureRatsRats Sprague-Dawley",NA,"","Gap junctions on hippocampal mossy fiber axons demonstrated by thin-section electron microscopy and freeze fracture replica immunogold labeling"
"pubmed-17651414",0,"NDC-SOLES","Acute Disease*Administration IntranasalAmygdala/drug effects/*physiologyAnimalsDisease Models AnimalDose-Response Relationship DrugElectric StimulationElectroencephalography/drug effects/statistics & numerical dataEpilepsy Temporal Lobe/etiology/*prevention & controlFunctional Laterality/drug effects/physiologyInfusion Pumps ImplantableKindling Neurologic/*drug effects/physiologyRatsRats Sprague-DawleySodium Chloride/administration & dosageThyrotropin-Releasing Hormone/*administration & dosage/analogs &derivatives/pharmacology/therapeutic use",NA,"","Intranasal delivery of a thyrotropin-releasing hormone analog attenuates seizures in the amygdala-kindled rat"
"pubmed-17725845",0,"NDC-SOLES","AnimalsCerebral Cortex/*metabolismEpilepsy Absence/*genetics/*metabolismGlutamic Acid/*genetics/*metabolismMaleMicrodialysis/methodsRatsRats WistarVesicular Glutamate Transport Proteins/biosynthesis/genetics",NA,"","Glutamatergic alterations in the cortex of genetic absence epilepsy rats"
"pubmed-17846168",0,"NDC-SOLES","AnimalsChromosomes Mammalian/genetics/metabolism*DNA MethylationEmbryonic Stem Cells/metabolismEmbryonic Structures/cytologyEpigenesis GeneticFibroblasts/metabolismHistone-Lysine N-Methyltransferase/genetics/*metabolismHistones/genetics/metabolismIn Vitro TechniquesMethylationMice*Recombination GeneticTelomere/genetics/*metabolism",NA,"","Suv4-20h deficiency results in telomere elongation and derepression of telomere recombination"
"pubmed-17889286",0,"NDC-SOLES","4-Butyrolactone/*analogs & derivatives/pharmacologyAcetylcholinesterase/metabolismAngelica sinensis/chemistryAnimalsAntioxidants/metabolismBrain Chemistry/drug effectsBrain Ischemia/*complications/*psychologyCerebrovascular Circulation/drug effects/physiologyCholine O-Acetyltransferase/metabolismCognition Disorders/*drug therapy/*etiology/psychologyMaleMaze Learning/drug effectsParasympathetic Nervous System/drug effects/physiologyProsencephalon/*blood supply/pathologyRatsRats WistarReversal Learning/drug effects",NA,"","Postischemic administration of Z-Ligustilide ameliorates cognitive dysfunction and brain damage induced by permanent forebrain ischemia in rats"
"pubmed-17941850",0,"NDC-SOLES","AnimalsAnimals NewbornBehavior Animal/drug effects/physiologyDisease Models AnimalElectrodes ImplantedElectroencephalography/*statistics & numerical dataHippocampus/drug effects/*physiopathologyHumansInfantInfusion Pumps ImplantableMaleNeocortex/drug effects/*physiopathologyRatsRats Wistar*Sodium Channel Blockers/administration & dosage/pharmacologySpasms Infantile/*chemically induced/physiopathology*Tetrodotoxin/administration & dosage/pharmacologyVideotape Recording",NA,"","A new animal model of infantile spasms with unprovoked persistent seizures"
"pubmed-17967941",0,"NDC-SOLES","AnimalsCD4-Positive T-Lymphocytes/cytology/*drug effectsForkhead Transcription Factors/*metabolismGraft vs Host Disease/*drug therapy/immunology/mortalityHematopoietic Stem Cell Transplantation/adverse effectsImmunosuppressive Agents/*pharmacologyInterleukin-2 Receptor alpha Subunit/metabolismMiceMice Inbred BALB CMice Inbred C57BLPTEN Phosphohydrolase/metabolismPhosphatidylinositol 3-Kinases/metabolismProtein Kinases/*metabolismProto-Oncogene Proteins c-akt/metabolismSTAT5 Transcription Factor/metabolismSirolimus/*pharmacologyT-Lymphocytes Regulatory/cytology/*drug effectsTOR Serine-Threonine Kinases",NA,"","Differential impact of mammalian target of rapamycin inhibition on CD4+CD25+Foxp3+ regulatory T cells compared with conventional CD4+ T cells"
"pubmed-17982071",0,"NDC-SOLES","Animals*Antibody Formation/geneticsAntigens/*immunology/metabolismCD40 Antigens/biosynthesis/immunologyCell Differentiation/genetics/*immunologyCytidine Deaminase/biosynthesis/immunologyDNA-Binding Proteins/biosynthesis/genetics/immunologyGene Expression ProfilingGene Expression Regulation/*immunologyGerminal Center/immunology/metabolism*Immunologic Memory/geneticsInhibitor of Apoptosis Proteins/biosynthesis/immunologyKruppel-Like Transcription Factors/biosynthesis/genetics/immunologyMaleMicePlasma Cells/*immunology/metabolismProto-Oncogene Proteins/biosynthesis/genetics/immunologyReceptors Chemokine/biosynthesis/immunologyRetroviridaeTranscription Genetic/immunology",NA,"","Transcriptional profiling of antigen-dependent murine B cell differentiation and memory formation"
"pubmed-17983354",0,"NDC-SOLES","3T3 CellsAdipocytes/enzymologyAnimalsCaveolin 1/deficiencyCeramides/*pharmacologyCholesterol/metabolismEnzyme ActivationHumansInsulin/physiologyMiceMice KnockoutMuscle Skeletal/enzymologyProtein Kinase C/*metabolismProto-Oncogene Proteins c-akt/*metabolismSignal Transduction",NA,"","Targeting of PKCzeta and PKB to caveolin-enriched microdomains represents a crucial step underpinning the disruption in PKB-directed signalling by ceramide"
"pubmed-17985192",0,"NDC-SOLES","AnimalsBiomarkers/metabolismBone Marrow Cells/cytology/*physiologyCell Differentiation/physiologyCells CulturedMesenchymal Stem Cells/cytology/*physiologyPhenotypeRatsRats Sprague-Dawley*Schwann Cells/cytology/physiology",NA,"","Adult rat bone marrow stromal cells differentiate into Schwann cell-like cells in vitro"
"pubmed-18031550",0,"NDC-SOLES","AnimalsBenzoxazinesCerebrospinal Fluid/chemistry/physiologyDisease Models AnimalElectric Stimulation/methodsElectroencephalography/statistics & numerical dataElectrolytes/cerebrospinal fluidEpilepsy Temporal Lobe/*genetics/pathology/*physiopathologyEvoked Potentials/physiologyExtracellular Space/physiologyFemaleGenotypeHippocampus/pathology/*physiopathologyIn Vitro TechniquesMaleMiceMice TransgenicMutation Missense/*geneticsNAV1.2 Voltage-Gated Sodium ChannelNerve Tissue Proteins/*genetics/physiologyOsmolar ConcentrationOxazinesPyramidal Cells/pathology/physiopathologySodium Channels/*genetics/physiologySynaptic Transmission/physiology",NA,"","Scn2a sodium channel mutation results in hyperexcitability in the hippocampus in vitro"
"pubmed-18080902",0,"NDC-SOLES","Acetylcholinesterase/metabolismAnimalsBehavior Animal/*drug effectsBrain/*drug effects/metabolismButyrylcholinesterase/bloodFemaleGlial Fibrillary Acidic Protein/*metabolismImidazoles/*toxicityInsecticides/*toxicityMaleMaternal-Fetal ExchangeNeonicotinoidsNitro Compounds/*toxicityPregnancyPsychomotor Performance/*drug effectsRatsRats Sprague-DawleyReceptors Muscarinic/metabolismReceptors Nicotinic/metabolism",NA,"","Imidacloprid induces neurobehavioral deficits and increases expression of glial fibrillary acidic protein in the motor cortex and hippocampus in offspring rats following in utero exposure"
"pubmed-18082973",0,"NDC-SOLES","Acute DiseaseAnimalsBlood-Brain Barrier/*drug effects/physiopathologyBrain/metabolismDose-Response Relationship DrugEpilepsy/*chemically induced/physiopathologyEvoked Potentials/drug effectsGuinea PigsIn Vitro TechniquesMicroinjections*Muscarinic Agonists/administration & dosage/pharmacokinetics*Pilocarpine/administration & dosage/pharmacokineticsTissue Distribution",NA,"","Acute induction of epileptiform discharges by pilocarpine in the in vitro isolated guinea-pig brain requires enhancement of blood-brain barrier permeability"
"pubmed-18159994",0,"NDC-SOLES","Action Potentials/physiologyAnimalsBrain Injuries/etiology/*physiopathologyHead Injuries Closed/complications/*physiopathologyHippocampus/physiopathologyInterneurons/metabolism/pathologyNerve Degeneration/etiology/physiopathologyOrgan Culture TechniquesPatch-Clamp TechniquesPyramidal Cells/*physiopathologyRats",NA,"","Closed head injury causes hyperexcitability in rat hippocampal CA1 but not in CA3 pyramidal cells"
"pubmed-18172866",0,"NDC-SOLES","AcetylationAnimalsBinding SitesGene Expression RegulationHistone Acetyltransferases/metabolismHistones/metabolismMicePAX5 Transcription Factor/metabolism/*physiologyPeroxiredoxins/*geneticsPromoter Regions GeneticSpleen/cytology*Transcription Genetic",NA,"","Transcriptional regulation of the murine 1-cys peroxiredoxin gene by the B cell-specific activator protein Pax5"
"pubmed-18172875",0,"NDC-SOLES","AnimalsCell LineCells CulturedDNA/metabolismDNA (Cytosine-5-)-Methyltransferase 1DNA (Cytosine-5-)-Methyltransferases/physiologyDNA Methylation/*drug effectsDNA Methyltransferase 3ADNA Modification Methylases/*physiologyEmbryo Mammalian/cytology/metabolismFibroblasts/cytology/*drug effectsGene Expression Regulation/drug effectsMiceMice Inbred C3HMutagens/*toxicity*Mutation*Tandem Repeat SequencesTime",NA,"","Tandem repeat mutation global DNA methylation and regulation of DNA methyltransferases in cultured mouse embryonic fibroblast cells chronically exposed to chemicals with different modes of action"
