"REVIEW_ID","ITEM_ID","LABEL"
"NDC-SOLES","pubmed-16675515",0
"NDC-SOLES","pubmed-16704895",0
"NDC-SOLES","pubmed-16716898",0
"NDC-SOLES","pubmed-16737849",99
"NDC-SOLES","pubmed-16782507",0
"NDC-SOLES","pubmed-16818619",99
"NDC-SOLES","pubmed-16826366",99
"NDC-SOLES","pubmed-16860915",0
"NDC-SOLES","pubmed-16895991",0
"NDC-SOLES","pubmed-16902995",99
"NDC-SOLES","pubmed-16922889",0
"NDC-SOLES","pubmed-16956678",0
"NDC-SOLES","pubmed-16973377",0
"NDC-SOLES","pubmed-16981869",0
"NDC-SOLES","pubmed-16989981",0
"NDC-SOLES","pubmed-17062563",0
"NDC-SOLES","pubmed-17089323",0
"NDC-SOLES","pubmed-17108004",99
"NDC-SOLES","pubmed-17140834",0
"NDC-SOLES","pubmed-17192930",0
"NDC-SOLES","pubmed-17196184",99
"NDC-SOLES","pubmed-17208654",0
"NDC-SOLES","pubmed-17234750",0
"NDC-SOLES","pubmed-17237784",99
"NDC-SOLES","pubmed-17319923",99
"NDC-SOLES","pubmed-17360915",0
"NDC-SOLES","pubmed-17395336",0
"NDC-SOLES","pubmed-17403895",0
"NDC-SOLES","pubmed-17437414",0
"NDC-SOLES","pubmed-17445302",0
"NDC-SOLES","pubmed-17471557",0
"NDC-SOLES","pubmed-17508998",0
"NDC-SOLES","pubmed-17532643",1
"NDC-SOLES","pubmed-17537723",1
"NDC-SOLES","pubmed-17595538",0
"NDC-SOLES","pubmed-17604636",0
"NDC-SOLES","pubmed-17611285",0
"NDC-SOLES","pubmed-17640403",0
"NDC-SOLES","pubmed-17640909",99
"NDC-SOLES","pubmed-17651414",0
"NDC-SOLES","pubmed-17725845",99
"NDC-SOLES","pubmed-17846168",0
"NDC-SOLES","pubmed-17878293",99
"NDC-SOLES","pubmed-17889286",99
"NDC-SOLES","pubmed-17941850",0
"NDC-SOLES","pubmed-17967941",0
"NDC-SOLES","pubmed-17982071",0
"NDC-SOLES","pubmed-17983354",99
"NDC-SOLES","pubmed-17985192",0
"NDC-SOLES","pubmed-18031550",0
"NDC-SOLES","pubmed-18037993",99
"NDC-SOLES","pubmed-18080902",0
"NDC-SOLES","pubmed-18082973",0
"NDC-SOLES","pubmed-18159994",0
"NDC-SOLES","pubmed-18172866",0
"NDC-SOLES","pubmed-18172875",99
"NDC-SOLES","pubmed-18186492",0
"NDC-SOLES","pubmed-18194217",99
"NDC-SOLES","pubmed-18226451",1
"NDC-SOLES","pubmed-18248940",0
"NDC-SOLES","pubmed-18258680",0
"NDC-SOLES","pubmed-18272690",1
"NDC-SOLES","pubmed-18281460",99
"NDC-SOLES","pubmed-18295933",0
"NDC-SOLES","pubmed-18308784",0
"NDC-SOLES","pubmed-18332640",0
"NDC-SOLES","pubmed-18343996",0
"NDC-SOLES","pubmed-18345003",99
"NDC-SOLES","pubmed-18413370",0
"NDC-SOLES","pubmed-18469815",1
"NDC-SOLES","pubmed-18487017",0
"NDC-SOLES","pubmed-18490145",0
"NDC-SOLES","pubmed-18506028",0
"NDC-SOLES","pubmed-18512762",99
"NDC-SOLES","pubmed-18514431",0
"NDC-SOLES","pubmed-18515424",0
"NDC-SOLES","pubmed-18534255",99
"NDC-SOLES","pubmed-18544626",0
"NDC-SOLES","pubmed-18544893",99
"NDC-SOLES","pubmed-18571851",0
"NDC-SOLES","pubmed-18573219",0
"NDC-SOLES","pubmed-18586681",0
"NDC-SOLES","pubmed-18618674",0
"NDC-SOLES","pubmed-18667034",0
"NDC-SOLES","pubmed-18691368",0
"NDC-SOLES","pubmed-18726299",0
"NDC-SOLES","pubmed-18727048",99
"NDC-SOLES","pubmed-18778693",99
"NDC-SOLES","pubmed-18814855",99
"NDC-SOLES","pubmed-18815803",99
"NDC-SOLES","pubmed-18832330",99
"NDC-SOLES","pubmed-18951627",0
"NDC-SOLES","pubmed-18977160",0
"NDC-SOLES","pubmed-18985733",0
"NDC-SOLES","pubmed-18997061",0
"NDC-SOLES","pubmed-19000280",99
"NDC-SOLES","pubmed-19020039",0
"NDC-SOLES","pubmed-19028732",0
"NDC-SOLES","pubmed-19036738",0
"NDC-SOLES","pubmed-19059382",0
"NDC-SOLES","pubmed-19081794",99
"NDC-SOLES","pubmed-19091967",0
"NDC-SOLES","pubmed-19101990",99
"NDC-SOLES","pubmed-19124687",0
"NDC-SOLES","pubmed-19132118",0
"NDC-SOLES","pubmed-19185849",0
"NDC-SOLES","pubmed-19196994",99
"NDC-SOLES","pubmed-19208814",1
"NDC-SOLES","pubmed-19216901",0
"NDC-SOLES","pubmed-19228201",0
"NDC-SOLES","pubmed-19261642",0
"NDC-SOLES","pubmed-19278836",0
"NDC-SOLES","pubmed-19317611",0
"NDC-SOLES","pubmed-19332334",0
"NDC-SOLES","pubmed-19333689",0
"NDC-SOLES","pubmed-19339499",0
"NDC-SOLES","pubmed-19369296",1
"NDC-SOLES","pubmed-19372220",0
"NDC-SOLES","pubmed-19376166",0
"NDC-SOLES","pubmed-19396168",0
"NDC-SOLES","pubmed-19397936",0
"NDC-SOLES","pubmed-19414073",1
"NDC-SOLES","pubmed-19429015",0
"NDC-SOLES","pubmed-19435821",0
"NDC-SOLES","pubmed-19470613",1
"NDC-SOLES","pubmed-19485559",0
"NDC-SOLES","pubmed-19506242",0
"NDC-SOLES","pubmed-19531635",0
"NDC-SOLES","pubmed-19544429",0
"NDC-SOLES","pubmed-19563756",1
"NDC-SOLES","pubmed-19595742",0
"NDC-SOLES","pubmed-19605904",99
"NDC-SOLES","pubmed-19620278",0
"NDC-SOLES","pubmed-19625655",0
"NDC-SOLES","pubmed-19633169",99
"NDC-SOLES","pubmed-19642132",0
"NDC-SOLES","pubmed-19670444",0
"NDC-SOLES","pubmed-19674057",0
"NDC-SOLES","pubmed-19682090",0
"NDC-SOLES","pubmed-19706770",0
"NDC-SOLES","pubmed-19723655",0
"NDC-SOLES","pubmed-19734894",0
"NDC-SOLES","pubmed-19760337",0
"NDC-SOLES","pubmed-19777158",0
"NDC-SOLES","pubmed-19782028",0
"NDC-SOLES","pubmed-19785543",0
"NDC-SOLES","pubmed-19790262",0
"NDC-SOLES","pubmed-19800952",0
"NDC-SOLES","pubmed-19969506",0
"NDC-SOLES","pubmed-20026272",0
"NDC-SOLES","pubmed-20050973",0
"NDC-SOLES","pubmed-20051123",0
"NDC-SOLES","pubmed-20056129",0
"NDC-SOLES","pubmed-20069209",0
"NDC-SOLES","pubmed-20078908",0
"NDC-SOLES","pubmed-20079361",99
"NDC-SOLES","pubmed-20091783",99
"NDC-SOLES","pubmed-20096586",1
"NDC-SOLES","pubmed-20126541",0
"NDC-SOLES","pubmed-20132903",0
"NDC-SOLES","pubmed-20133615",0
"NDC-SOLES","pubmed-20147533",99
"NDC-SOLES","pubmed-20151365",99
"NDC-SOLES","pubmed-20165695",99
"NDC-SOLES","pubmed-20171185",99
"NDC-SOLES","pubmed-20171202",0
"NDC-SOLES","pubmed-20175790",0
"NDC-SOLES","pubmed-20187850",0
"NDC-SOLES","pubmed-20197783",0
"NDC-SOLES","pubmed-20339443",0
"NDC-SOLES","pubmed-20368287",0
"NDC-SOLES","pubmed-20370715",99
"NDC-SOLES","pubmed-20374639",0
"NDC-SOLES","pubmed-20393118",0
"NDC-SOLES","pubmed-20400519",0
"NDC-SOLES","pubmed-20405049",0
"NDC-SOLES","pubmed-20405854",0
"NDC-SOLES","pubmed-20418874",0
"NDC-SOLES","pubmed-20420385",99
"NDC-SOLES","pubmed-20449617",0
"NDC-SOLES","pubmed-20450890",1
"NDC-SOLES","pubmed-20471038",0
"NDC-SOLES","pubmed-20589092",0
"NDC-SOLES","pubmed-20592197",0
"NDC-SOLES","pubmed-20610766",0
"NDC-SOLES","pubmed-20626729",0
"NDC-SOLES","pubmed-20645309",0
"NDC-SOLES","pubmed-20650883",0
"NDC-SOLES","pubmed-20656787",0
"NDC-SOLES","pubmed-20700456",0
"NDC-SOLES","pubmed-20712756",0
"NDC-SOLES","pubmed-20713048",0
"NDC-SOLES","pubmed-20714908",0
"NDC-SOLES","pubmed-20720508",0
"NDC-SOLES","pubmed-20724660",99
"NDC-SOLES","pubmed-20727596",99
"NDC-SOLES","pubmed-20802478",0
"NDC-SOLES","pubmed-20837132",0
"NDC-SOLES","pubmed-20850139",0
"NDC-SOLES","pubmed-20851574",99
"NDC-SOLES","pubmed-20858763",0
"NDC-SOLES","pubmed-20865735",0
"NDC-SOLES","pubmed-20876117",0
"NDC-SOLES","pubmed-20882401",99
"NDC-SOLES","pubmed-20946874",0
"NDC-SOLES","pubmed-20957047",99
"NDC-SOLES","pubmed-21029865",0
"NDC-SOLES","pubmed-21048139",1
"NDC-SOLES","pubmed-21071287",0
"NDC-SOLES","pubmed-21075104",0
"NDC-SOLES","pubmed-21093357",0
"NDC-SOLES","pubmed-21127499",0
"NDC-SOLES","pubmed-21147076",0
"NDC-SOLES","pubmed-21196313",0
"NDC-SOLES","pubmed-21211953",0
"NDC-SOLES","pubmed-21234373",0
"NDC-SOLES","pubmed-21246554",0
"NDC-SOLES","pubmed-21256119",0
"NDC-SOLES","pubmed-21277911",0
"NDC-SOLES","pubmed-21330301",1
"NDC-SOLES","pubmed-21332672",0
"NDC-SOLES","pubmed-21352844",0
"NDC-SOLES","pubmed-21397855",0
"NDC-SOLES","pubmed-21398595",0
"NDC-SOLES","pubmed-21430408",0
"NDC-SOLES","pubmed-21473985",0
"NDC-SOLES","pubmed-21515581",0
"NDC-SOLES","pubmed-21521784",0
"NDC-SOLES","pubmed-21530633",0
"NDC-SOLES","pubmed-21556562",0
"NDC-SOLES","pubmed-21570712",0
"NDC-SOLES","pubmed-21641195",0
"NDC-SOLES","pubmed-21672189",0
"NDC-SOLES","pubmed-21687355",0
"NDC-SOLES","pubmed-21699923",99
"NDC-SOLES","pubmed-21703421",0
"NDC-SOLES","pubmed-21715609",0
"NDC-SOLES","pubmed-21750986",0
"NDC-SOLES","pubmed-21751912",0
"NDC-SOLES","pubmed-21767826",0
"NDC-SOLES","pubmed-21772333",0
"NDC-SOLES","pubmed-21832029",99
"NDC-SOLES","pubmed-21865553",99
"NDC-SOLES","pubmed-21945393",0
"NDC-SOLES","pubmed-21949412",0
"NDC-SOLES","pubmed-21952241",0
"NDC-SOLES","pubmed-21968643",0
"NDC-SOLES","pubmed-21972117",0
"NDC-SOLES","pubmed-21988194",0
"NDC-SOLES","pubmed-22000581",99
"NDC-SOLES","pubmed-22006816",0
"NDC-SOLES","pubmed-22009357",1
"NDC-SOLES","pubmed-22019944",99
"NDC-SOLES","pubmed-22023958",0
"NDC-SOLES","pubmed-22024356",99
"NDC-SOLES","pubmed-22061800",0
"NDC-SOLES","pubmed-22096566",0
"NDC-SOLES","pubmed-22103913",0
"NDC-SOLES","pubmed-22108610",0
"NDC-SOLES","pubmed-22114697",0
"NDC-SOLES","pubmed-22134901",99
"NDC-SOLES","pubmed-22143495",0
"NDC-SOLES","pubmed-22155743",0
"NDC-SOLES","pubmed-22183833",99
"NDC-SOLES","pubmed-22227207",0
"NDC-SOLES","pubmed-22227564",0
"NDC-SOLES","pubmed-22253774",0
"NDC-SOLES","pubmed-22254422",99
"NDC-SOLES","pubmed-22260342",99
"NDC-SOLES","pubmed-22261249",0
"NDC-SOLES","pubmed-22262939",0
"NDC-SOLES","pubmed-22275253",0
"NDC-SOLES","pubmed-22281279",0
"NDC-SOLES","pubmed-22328498",99
"NDC-SOLES","pubmed-22352423",0
"NDC-SOLES","pubmed-22353430",0
"NDC-SOLES","pubmed-22354748",0
"NDC-SOLES","pubmed-22355564",1
"NDC-SOLES","pubmed-22363643",99
"NDC-SOLES","pubmed-22371771",0
"NDC-SOLES","pubmed-22401813",99
"NDC-SOLES","pubmed-22437320",99
"NDC-SOLES","pubmed-22442800",0
"NDC-SOLES","pubmed-22458630",0
"NDC-SOLES","pubmed-22508465",1
"NDC-SOLES","pubmed-22542773",0
"NDC-SOLES","pubmed-22542945",99
"NDC-SOLES","pubmed-22578008",0
"NDC-SOLES","pubmed-22612501",0
"NDC-SOLES","pubmed-22623674",99
"NDC-SOLES","pubmed-22633921",1
"NDC-SOLES","pubmed-22681976",0
"NDC-SOLES","pubmed-22683290",0
"NDC-SOLES","pubmed-22688403",0
"NDC-SOLES","pubmed-22762267",0
"NDC-SOLES","pubmed-22807655",0
"NDC-SOLES","pubmed-22857010",0
"NDC-SOLES","pubmed-22882455",0
"NDC-SOLES","pubmed-22902993",0
"NDC-SOLES","pubmed-22915787",0
"NDC-SOLES","pubmed-22967502",0
"NDC-SOLES","pubmed-22983708",1
"NDC-SOLES","pubmed-22986076",0
"NDC-SOLES","pubmed-22986535",0
"NDC-SOLES","pubmed-22992283",0
"NDC-SOLES","pubmed-23000143",0
"NDC-SOLES","pubmed-23006485",0
"NDC-SOLES","pubmed-23009755",0
"NDC-SOLES","pubmed-23056544",0
"NDC-SOLES","pubmed-23068606",0
"NDC-SOLES","pubmed-23081885",0
"NDC-SOLES","pubmed-23102120",0
"NDC-SOLES","pubmed-23103215",0
"NDC-SOLES","pubmed-23114210",99
"NDC-SOLES","pubmed-23135913",0
"NDC-SOLES","pubmed-23136191",0
"NDC-SOLES","pubmed-23136410",99
"NDC-SOLES","pubmed-23141548",99
"NDC-SOLES","pubmed-23152497",99
"NDC-SOLES","pubmed-23155407",99
"NDC-SOLES","pubmed-23195424",99
"NDC-SOLES","pubmed-23201256",0
"NDC-SOLES","pubmed-23234723",99
"NDC-SOLES","pubmed-23318275",99
"NDC-SOLES","pubmed-23338840",0
"NDC-SOLES","pubmed-23348913",0
"NDC-SOLES","pubmed-23351095",0
"NDC-SOLES","pubmed-23385064",0
"NDC-SOLES","pubmed-23407966",0
"NDC-SOLES","pubmed-23408872",0
"NDC-SOLES","pubmed-23413037",0
"NDC-SOLES","pubmed-23415649",0
"NDC-SOLES","pubmed-23417928",99
"NDC-SOLES","pubmed-23463102",0
"NDC-SOLES","pubmed-23479461",99
"NDC-SOLES","pubmed-23495194",0
"NDC-SOLES","pubmed-23504257",0
"NDC-SOLES","pubmed-23533179",0
"NDC-SOLES","pubmed-23565217",0
"NDC-SOLES","pubmed-23624058",0
"NDC-SOLES","pubmed-23649988",0
"NDC-SOLES","pubmed-23656528",0
"NDC-SOLES","pubmed-23683874",0
"NDC-SOLES","pubmed-23692689",0
"NDC-SOLES","pubmed-23707736",0
"NDC-SOLES","pubmed-23707903",99
"NDC-SOLES","pubmed-23708654",0
"NDC-SOLES","pubmed-23759119",0
"NDC-SOLES","pubmed-23762501",0
"NDC-SOLES","pubmed-23769173",0
"NDC-SOLES","pubmed-23800157",99
"NDC-SOLES","pubmed-23824559",0
"NDC-SOLES","pubmed-23825654",0
"NDC-SOLES","pubmed-23850245",99
"NDC-SOLES","pubmed-23867009",0
"NDC-SOLES","pubmed-23867821",99
"NDC-SOLES","pubmed-23896513",0
"NDC-SOLES","pubmed-23917518",0
"NDC-SOLES","pubmed-23926248",0
"NDC-SOLES","pubmed-23941202",1
"NDC-SOLES","pubmed-23949207",0
"NDC-SOLES","pubmed-23968838",1
"NDC-SOLES","pubmed-23973221",99
"NDC-SOLES","pubmed-23973607",0
"NDC-SOLES","pubmed-23978468",0
"NDC-SOLES","pubmed-23983092",0
"NDC-SOLES","pubmed-23990902",0
"NDC-SOLES","pubmed-24001591",0
"NDC-SOLES","pubmed-24012418",0
"NDC-SOLES","pubmed-24023755",99
"NDC-SOLES","pubmed-24036472",99
"NDC-SOLES","pubmed-24038377",99
"NDC-SOLES","pubmed-24076348",0
"NDC-SOLES","pubmed-24095879",0
"NDC-SOLES","pubmed-24101472",0
"NDC-SOLES","pubmed-24102621",0
"NDC-SOLES","pubmed-24107461",0
"NDC-SOLES","pubmed-24117347",0
"NDC-SOLES","pubmed-24126255",0
"NDC-SOLES","pubmed-24129198",99
"NDC-SOLES","pubmed-24140242",0
"NDC-SOLES","pubmed-24146019",99
"NDC-SOLES","pubmed-24163395",0
"NDC-SOLES","pubmed-24205314",0
"NDC-SOLES","pubmed-24211452",1
"NDC-SOLES","pubmed-24258210",0
"NDC-SOLES","pubmed-24259590",0
"NDC-SOLES","pubmed-24266544",0
"NDC-SOLES","pubmed-24269780",0
"NDC-SOLES","pubmed-24278749",0
"NDC-SOLES","pubmed-24295733",0
"NDC-SOLES","pubmed-24305720",99
"NDC-SOLES","pubmed-24312033",99
"NDC-SOLES","pubmed-24312227",1
"NDC-SOLES","pubmed-24322661",0
"NDC-SOLES","pubmed-24338564",0
"NDC-SOLES","pubmed-24358452",99
"NDC-SOLES","pubmed-24361846",0
"NDC-SOLES","pubmed-24363064",0
"NDC-SOLES","pubmed-24368132",0
"NDC-SOLES","pubmed-24374484",0
"NDC-SOLES","pubmed-24379110",0
"NDC-SOLES","pubmed-24390566",0
"NDC-SOLES","pubmed-24406746",0
"NDC-SOLES","pubmed-24413569",1
"NDC-SOLES","pubmed-24440430",0
"NDC-SOLES","pubmed-24441871",0
"NDC-SOLES","pubmed-24444667",0
"NDC-SOLES","pubmed-24477985",99
"NDC-SOLES","pubmed-24505399",0
"NDC-SOLES","pubmed-24516629",0
"NDC-SOLES","pubmed-24553919",0
"NDC-SOLES","pubmed-24563821",1
"NDC-SOLES","pubmed-24598713",99
"NDC-SOLES","pubmed-24607885",0
"NDC-SOLES","pubmed-24610700",0
"NDC-SOLES","pubmed-24639487",1
"NDC-SOLES","pubmed-24659129",0
"NDC-SOLES","pubmed-24700193",99
"NDC-SOLES","pubmed-24709680",0
"NDC-SOLES","pubmed-24736721",99
"NDC-SOLES","pubmed-24795221",0
"NDC-SOLES","pubmed-24798517",0
"NDC-SOLES","pubmed-24798796",0
"NDC-SOLES","pubmed-24810321",0
"NDC-SOLES","pubmed-24819347",0
"NDC-SOLES","pubmed-24819961",0
"NDC-SOLES","pubmed-24845176",0
"NDC-SOLES","pubmed-24849330",0
"NDC-SOLES","pubmed-24852577",0
"NDC-SOLES","pubmed-24857653",1
"NDC-SOLES","pubmed-24866706",0
"NDC-SOLES","pubmed-24884696",0
"NDC-SOLES","pubmed-24886391",99
"NDC-SOLES","pubmed-24895580",0
"NDC-SOLES","pubmed-24949720",0
"NDC-SOLES","pubmed-24970834",1
"NDC-SOLES","pubmed-24974692",0
"NDC-SOLES","pubmed-25011527",0
"NDC-SOLES","pubmed-25018042",0
"NDC-SOLES","pubmed-25028260",0
"NDC-SOLES","pubmed-25041985",0
"NDC-SOLES","pubmed-25054635",0
"NDC-SOLES","pubmed-25059475",0
"NDC-SOLES","pubmed-25061506",99
"NDC-SOLES","pubmed-25069822",99
"NDC-SOLES","pubmed-25109237",0
"NDC-SOLES","pubmed-25117540",0
"NDC-SOLES","pubmed-25120202",0
"NDC-SOLES","pubmed-25133067",0
"NDC-SOLES","pubmed-25134682",0
"NDC-SOLES","pubmed-25136295",0
"NDC-SOLES","pubmed-25159139",0
"NDC-SOLES","pubmed-25180573",0
"NDC-SOLES","pubmed-25195598",0
"NDC-SOLES","pubmed-25196215",0
"NDC-SOLES","pubmed-25203062",99
"NDC-SOLES","pubmed-25229720",99
"NDC-SOLES","pubmed-25249466",0
"NDC-SOLES","pubmed-25274607",0
"NDC-SOLES","pubmed-25278250",0
"NDC-SOLES","pubmed-25280786",99
"NDC-SOLES","pubmed-25282336",0
"NDC-SOLES","pubmed-25299392",1
"NDC-SOLES","pubmed-25317690",99
"NDC-SOLES","pubmed-25352624",0
"NDC-SOLES","pubmed-25352779",0
"NDC-SOLES","pubmed-25380697",0
"NDC-SOLES","pubmed-25401971",0
"NDC-SOLES","pubmed-25416276",99
"NDC-SOLES","pubmed-25425100",0
"NDC-SOLES","pubmed-25444158",99
"NDC-SOLES","pubmed-25447297",0
"NDC-SOLES","pubmed-25451118",99
"NDC-SOLES","pubmed-25485098",1
"NDC-SOLES","pubmed-25495444",0
"NDC-SOLES","pubmed-25511699",99
"NDC-SOLES","pubmed-25533034",0
"NDC-SOLES","pubmed-25533347",99
"NDC-SOLES","pubmed-25586771",0
"NDC-SOLES","pubmed-25608112",0
"NDC-SOLES","pubmed-25627799",0
"NDC-SOLES","pubmed-25629734",0
"NDC-SOLES","pubmed-25636876",0
"NDC-SOLES","pubmed-25647637",0
"NDC-SOLES","pubmed-25681535",0
"NDC-SOLES","pubmed-25693964",99
"NDC-SOLES","pubmed-25694335",99
"NDC-SOLES","pubmed-25744401",0
"NDC-SOLES","pubmed-25745860",0
"NDC-SOLES","pubmed-25772164",0
"NDC-SOLES","pubmed-25788692",0
"NDC-SOLES","pubmed-25796567",0
"NDC-SOLES","pubmed-25806467",0
"NDC-SOLES","pubmed-25807484",1
"NDC-SOLES","pubmed-25811370",99
"NDC-SOLES","pubmed-25816842",1
"NDC-SOLES","pubmed-25829446",99
"NDC-SOLES","pubmed-25843668",0
"NDC-SOLES","pubmed-25884016",0
"NDC-SOLES","pubmed-25891414",99
"NDC-SOLES","pubmed-25892183",0
"NDC-SOLES","pubmed-25909163",0
"NDC-SOLES","pubmed-25943585",0
"NDC-SOLES","pubmed-25985793",0
"NDC-SOLES","pubmed-25988861",0
"NDC-SOLES","pubmed-26002626",0
"NDC-SOLES","pubmed-26019015",99
"NDC-SOLES","pubmed-26025967",0
"NDC-SOLES","pubmed-26032619",99
"NDC-SOLES","pubmed-26042820",0
"NDC-SOLES","pubmed-26066718",1
"NDC-SOLES","pubmed-26072265",99
"NDC-SOLES","pubmed-26072958",1
"NDC-SOLES","pubmed-26117713",1
"NDC-SOLES","pubmed-26201245",1
"NDC-SOLES","pubmed-26244502",0
"NDC-SOLES","pubmed-26272820",1
"NDC-SOLES","pubmed-26291160",0
"NDC-SOLES","pubmed-26297531",0
"NDC-SOLES","pubmed-26300453",99
"NDC-SOLES","pubmed-26321151",0
"NDC-SOLES","pubmed-26329935",0
"NDC-SOLES","pubmed-26352929",0
"NDC-SOLES","pubmed-26354164",0
"NDC-SOLES","pubmed-26361857",0
"NDC-SOLES","pubmed-26365303",0
"NDC-SOLES","pubmed-26427907",99
"NDC-SOLES","pubmed-26442967",0
"NDC-SOLES","pubmed-26445953",0
"NDC-SOLES","pubmed-26468200",0
"NDC-SOLES","pubmed-26471361",0
"NDC-SOLES","pubmed-26477937",0
"NDC-SOLES","pubmed-26482541",99
"NDC-SOLES","pubmed-26484695",0
"NDC-SOLES","pubmed-26541756",0
"NDC-SOLES","pubmed-26582750",0
"NDC-SOLES","pubmed-26598023",0
"NDC-SOLES","pubmed-26681532",0
"NDC-SOLES","pubmed-26690566",0
"NDC-SOLES","pubmed-26697878",0
"NDC-SOLES","pubmed-26733529",1
"NDC-SOLES","pubmed-26744324",0
"NDC-SOLES","pubmed-26768400",99
"NDC-SOLES","pubmed-26771440",0
"NDC-SOLES","pubmed-26774030",0
"NDC-SOLES","pubmed-26800876",0
"NDC-SOLES","pubmed-26819276",99
"NDC-SOLES","pubmed-26876275",0
"NDC-SOLES","pubmed-26883214",0
"NDC-SOLES","pubmed-26893121",0
"NDC-SOLES","pubmed-26907807",99
"NDC-SOLES","pubmed-26908602",99
"NDC-SOLES","pubmed-26924933",0
"NDC-SOLES","pubmed-26931373",0
"NDC-SOLES","pubmed-26940972",0
"NDC-SOLES","pubmed-26942287",1
"NDC-SOLES","pubmed-26944438",0
"NDC-SOLES","pubmed-26949108",0
"NDC-SOLES","pubmed-26982567",0
"NDC-SOLES","pubmed-26983878",99
"NDC-SOLES","pubmed-26984280",99
"NDC-SOLES","pubmed-27010367",99
"NDC-SOLES","pubmed-27012990",0
"NDC-SOLES","pubmed-27015604",0
"NDC-SOLES","pubmed-27030752",1
"NDC-SOLES","pubmed-27058611",99
"NDC-SOLES","pubmed-27064279",0
"NDC-SOLES","pubmed-27076172",0
"NDC-SOLES","pubmed-27080240",0
"NDC-SOLES","pubmed-27107344",99
"NDC-SOLES","pubmed-27142139",99
"NDC-SOLES","pubmed-27151262",99
"NDC-SOLES","pubmed-27162482",99
"NDC-SOLES","pubmed-27178815",0
"NDC-SOLES","pubmed-27198666",0
"NDC-SOLES","pubmed-27207279",0
"NDC-SOLES","pubmed-27277807",0
"NDC-SOLES","pubmed-27295498",0
"NDC-SOLES","pubmed-27301702",0
"NDC-SOLES","pubmed-27322458",0
"NDC-SOLES","pubmed-27325115",1
"NDC-SOLES","pubmed-27339730",0
"NDC-SOLES","pubmed-27353968",99
"NDC-SOLES","pubmed-27354901",99
"NDC-SOLES","pubmed-27402431",99
"NDC-SOLES","pubmed-27419661",99
"NDC-SOLES","pubmed-27427471",99
"NDC-SOLES","pubmed-27459725",1
"NDC-SOLES","pubmed-27469022",0
"NDC-SOLES","pubmed-27510895",99
"NDC-SOLES","pubmed-27515288",0
"NDC-SOLES","pubmed-27517478",0
"NDC-SOLES","pubmed-27522536",0
"NDC-SOLES","pubmed-27571575",0
"NDC-SOLES","pubmed-27609886",0
"NDC-SOLES","pubmed-27663687",0
"NDC-SOLES","pubmed-27688705",0
"NDC-SOLES","pubmed-27706422",0
"NDC-SOLES","pubmed-27721485",0
"NDC-SOLES","pubmed-27755961",0
"NDC-SOLES","pubmed-27760390",0
"NDC-SOLES","pubmed-27768878",0
"NDC-SOLES","pubmed-27782803",0
"NDC-SOLES","pubmed-27794094",0
"NDC-SOLES","pubmed-27823858",1
"NDC-SOLES","pubmed-27835684",99
"NDC-SOLES","pubmed-27837108",0
"NDC-SOLES","pubmed-27871891",99
"NDC-SOLES","pubmed-27873002",0
"NDC-SOLES","pubmed-27874262",99
"NDC-SOLES","pubmed-27876639",0
"NDC-SOLES","pubmed-27879032",0
"NDC-SOLES","pubmed-27893847",0
"NDC-SOLES","pubmed-27903752",0
"NDC-SOLES","pubmed-27905510",99
"NDC-SOLES","pubmed-27906019",0
"NDC-SOLES","pubmed-27914789",99
"NDC-SOLES","pubmed-27914975",99
"NDC-SOLES","pubmed-27935101",0
"NDC-SOLES","pubmed-27941795",0
"NDC-SOLES","pubmed-27959866",0
"NDC-SOLES","pubmed-27992429",0
"NDC-SOLES","pubmed-28002487",0
"NDC-SOLES","pubmed-28007902",0
"NDC-SOLES","pubmed-28062175",0
"NDC-SOLES","pubmed-28063931",0
"NDC-SOLES","pubmed-28082352",0
"NDC-SOLES","pubmed-28088493",99
"NDC-SOLES","pubmed-28088684",0
"NDC-SOLES","pubmed-28093554",0
"NDC-SOLES","pubmed-28097474",0
"NDC-SOLES","pubmed-28119500",1
"NDC-SOLES","pubmed-28123348",0
"NDC-SOLES","pubmed-28137877",1
"NDC-SOLES","pubmed-28148272",99
"NDC-SOLES","pubmed-28165066",99
"NDC-SOLES","pubmed-28173139",1
"NDC-SOLES","pubmed-28176624",0
"NDC-SOLES","pubmed-28184409",1
"NDC-SOLES","pubmed-28222512",0
"NDC-SOLES","pubmed-28239767",0
"NDC-SOLES","pubmed-28266561",99
"NDC-SOLES","pubmed-28281184",99
"NDC-SOLES","pubmed-28282235",99
"NDC-SOLES","pubmed-28301380",0
"NDC-SOLES","pubmed-28320269",0
"NDC-SOLES","pubmed-28323282",1
"NDC-SOLES","pubmed-28341640",0
"NDC-SOLES","pubmed-28367124",0
"NDC-SOLES","pubmed-28372633",0
"NDC-SOLES","pubmed-28374847",99
"NDC-SOLES","pubmed-28376309",0
"NDC-SOLES","pubmed-28388948",0
"NDC-SOLES","pubmed-28389999",0
"NDC-SOLES","pubmed-28407783",0
"NDC-SOLES","pubmed-28412310",0
"NDC-SOLES","pubmed-28418888",99
"NDC-SOLES","pubmed-28432873",0
"NDC-SOLES","pubmed-28439461",0
"NDC-SOLES","pubmed-28445388",99
"NDC-SOLES","pubmed-28445732",1
"NDC-SOLES","pubmed-28448061",99
"NDC-SOLES","pubmed-28453222",0
"NDC-SOLES","pubmed-28455369",0
