"REVIEW_ID","ITEM_ID","LABEL","Category"
"NDC-SOLES","pubmed-25420124",1,"Train"
"NDC-SOLES","pubmed-28114293",1,"Train"
"NDC-SOLES","pubmed-25154505",1,"Test"
"NDC-SOLES","pubmed-29970986",1,"Test"
"NDC-SOLES","pubmed-28139198",1,"Train"
"NDC-SOLES","pubmed-29052348",1,"Test"
"NDC-SOLES","pubmed-29377611",1,"Train"
"NDC-SOLES","pubmed-28032012",1,"Train"
"NDC-SOLES","pubmed-29079819",1,"Train"
"NDC-SOLES","pubmed-16300636",1,"Test"
"NDC-SOLES","pubmed-20927644",1,"Test"
"NDC-SOLES","pubmed-27263037",1,"Train"
"NDC-SOLES","pubmed-23549079",1,"Train"
"NDC-SOLES","pubmed-24207121",1,"Train"
"NDC-SOLES","pubmed-24998929",1,"Train"
"NDC-SOLES","pubmed-25294932",1,"Train"
"NDC-SOLES","pubmed-29021890",1,"Train"
"NDC-SOLES","pubmed-19936290",1,"Train"
"NDC-SOLES","pubmed-24681195",1,"Train"
"NDC-SOLES","pubmed-28829283",1,"Train"
"NDC-SOLES","pubmed-26733807",1,"Train"
"NDC-SOLES","pubmed-28993314",1,"Train"
"NDC-SOLES","pubmed-28859103",1,"Train"
"NDC-SOLES","pubmed-25484298",1,"Train"
"NDC-SOLES","pubmed-25882707",1,"Train"
"NDC-SOLES","pubmed-29619162",1,"Train"
"NDC-SOLES","pubmed-12112874",1,"Train"
"NDC-SOLES","pubmed-28191889",1,"Train"
"NDC-SOLES","pubmed-12086644",1,"Train"
"NDC-SOLES","pubmed-20463240",1,"Test"
"NDC-SOLES","pubmed-21669931",1,"Train"
"NDC-SOLES","pubmed-25568131",1,"Train"
"NDC-SOLES","pubmed-25804740",1,"Train"
"NDC-SOLES","pubmed-27335463",1,"Train"
"NDC-SOLES","pubmed-28465421",1,"Train"
"NDC-SOLES","pubmed-29317220",1,"Train"
"NDC-SOLES","pubmed-18773074",1,"Test"
"NDC-SOLES","pubmed-12381661",1,"Train"
"NDC-SOLES","pubmed-29959322",1,"Train"
"NDC-SOLES","pubmed-18701717",1,"Train"
"NDC-SOLES","pubmed-25935478",1,"Train"
"NDC-SOLES","pubmed-25948754",1,"Train"
"NDC-SOLES","pubmed-10027775",0,"Train"
"NDC-SOLES","pubmed-10081933",0,"Train"
"NDC-SOLES","pubmed-10087209",0,"Train"
"NDC-SOLES","pubmed-10220225",0,"Train"
"NDC-SOLES","pubmed-10226932",0,"Train"
"NDC-SOLES","pubmed-10331989",0,"Test"
"NDC-SOLES","pubmed-10338290",0,"Train"
"NDC-SOLES","pubmed-10391452",0,"Train"
"NDC-SOLES","pubmed-10408555",0,"Train"
"NDC-SOLES","pubmed-10552217",0,"Train"
"NDC-SOLES","pubmed-10553950",0,"Test"
"NDC-SOLES","pubmed-10568516",0,"Train"
"NDC-SOLES","pubmed-10592295",0,"Train"
"NDC-SOLES","pubmed-10607866",0,"Test"
"NDC-SOLES","pubmed-10628730",0,"Train"
"NDC-SOLES","pubmed-10691294",0,"Train"
"NDC-SOLES","pubmed-10698513",0,"Train"
"NDC-SOLES","pubmed-10709209",0,"Train"
"NDC-SOLES","pubmed-10755271",0,"Train"
"NDC-SOLES","pubmed-10799662",0,"Train"
"NDC-SOLES","pubmed-10826771",0,"Train"
"NDC-SOLES","pubmed-10835165",0,"Train"
"NDC-SOLES","pubmed-10869516",0,"Test"
"NDC-SOLES","pubmed-10939034",0,"Train"
"NDC-SOLES","pubmed-10994924",0,"Train"
"NDC-SOLES","pubmed-11036212",0,"Train"
"NDC-SOLES","pubmed-11060039",0,"Test"
"NDC-SOLES","pubmed-11067980",0,"Train"
"NDC-SOLES","pubmed-11087157",0,"Test"
"NDC-SOLES","pubmed-11102541",0,"Train"
"NDC-SOLES","pubmed-11110003",0,"Train"
"NDC-SOLES","pubmed-11113642",0,"Train"
"NDC-SOLES","pubmed-11119244",0,"Train"
"NDC-SOLES","pubmed-11160957",0,"Train"
"NDC-SOLES","pubmed-11218716",0,"Train"
"NDC-SOLES","pubmed-11226743",0,"Train"
"NDC-SOLES","pubmed-11237734",0,"Test"
"NDC-SOLES","pubmed-11257312",0,"Train"
"NDC-SOLES","pubmed-11391706",0,"Train"
"NDC-SOLES","pubmed-11406810",0,"Train"
"NDC-SOLES","pubmed-11454322",0,"Test"
"NDC-SOLES","pubmed-11463512",0,"Test"
"NDC-SOLES","pubmed-11520547",0,"Test"
"NDC-SOLES","pubmed-11533712",0,"Train"
"NDC-SOLES","pubmed-11534866",0,"Test"
"NDC-SOLES","pubmed-11545734",0,"Train"
"NDC-SOLES","pubmed-11553685",0,"Test"
"NDC-SOLES","pubmed-11701760",0,"Test"
"NDC-SOLES","pubmed-11713246",0,"Train"
"NDC-SOLES","pubmed-11753645",0,"Train"
"NDC-SOLES","pubmed-11756467",0,"Train"
"NDC-SOLES","pubmed-11781241",0,"Train"
"NDC-SOLES","pubmed-11807834",0,"Train"
"NDC-SOLES","pubmed-11818964",0,"Train"
"NDC-SOLES","pubmed-11823444",1,"Train"
"NDC-SOLES","pubmed-11838710",0,"Test"
"NDC-SOLES","pubmed-11847536",0,"Train"
"NDC-SOLES","pubmed-11857399",0,"Test"
"NDC-SOLES","pubmed-11880777",0,"Train"
"NDC-SOLES","pubmed-11897100",0,"Train"
"NDC-SOLES","pubmed-11978398",0,"Train"
"NDC-SOLES","pubmed-11998247",0,"Test"
"NDC-SOLES","pubmed-12000121",0,"Train"
"NDC-SOLES","pubmed-12027907",0,"Train"
"NDC-SOLES","pubmed-12044782",0,"Train"
"NDC-SOLES","pubmed-12062590",0,"Train"
"NDC-SOLES","pubmed-12063257",0,"Train"
"NDC-SOLES","pubmed-12168322",0,"Test"
"NDC-SOLES","pubmed-12169689",0,"Test"
"NDC-SOLES","pubmed-12192617",0,"Train"
"NDC-SOLES","pubmed-12231450",0,"Train"
"NDC-SOLES","pubmed-12351716",0,"Test"
"NDC-SOLES","pubmed-12410521",0,"Train"
"NDC-SOLES","pubmed-12421919",0,"Train"
"NDC-SOLES","pubmed-12443737",0,"Test"
"NDC-SOLES","pubmed-12503093",0,"Train"
"NDC-SOLES","pubmed-12514097",0,"Train"
"NDC-SOLES","pubmed-12555202",0,"Train"
"NDC-SOLES","pubmed-12601365",0,"Train"
"NDC-SOLES","pubmed-12640005",0,"Train"
"NDC-SOLES","pubmed-12665569",0,"Test"
"NDC-SOLES","pubmed-12665573",0,"Test"
"NDC-SOLES","pubmed-12679146",0,"Train"
"NDC-SOLES","pubmed-12680997",0,"Train"
"NDC-SOLES","pubmed-12702742",0,"Train"
"NDC-SOLES","pubmed-12746865",0,"Test"
"NDC-SOLES","pubmed-12761339",0,"Train"
"NDC-SOLES","pubmed-12824782",0,"Train"
"NDC-SOLES","pubmed-12837572",0,"Train"
"NDC-SOLES","pubmed-12923213",0,"Test"
"NDC-SOLES","pubmed-12953268",0,"Train"
"NDC-SOLES","pubmed-12956733",0,"Test"
"NDC-SOLES","pubmed-14506133",0,"Test"
"NDC-SOLES","pubmed-14533781",0,"Train"
"NDC-SOLES","pubmed-14593091",0,"Train"
"NDC-SOLES","pubmed-14602089",0,"Test"
"NDC-SOLES","pubmed-14630717",0,"Train"
"NDC-SOLES","pubmed-14642440",0,"Train"
"NDC-SOLES","pubmed-14659996",1,"Train"
"NDC-SOLES","pubmed-14679203",0,"Train"
"NDC-SOLES","pubmed-14736855",0,"Train"
"NDC-SOLES","pubmed-14973270",0,"Train"
"NDC-SOLES","pubmed-14993145",0,"Train"
"NDC-SOLES","pubmed-15019942",0,"Test"
"NDC-SOLES","pubmed-15030778",0,"Train"
"NDC-SOLES","pubmed-15044042",0,"Train"
"NDC-SOLES","pubmed-15046871",0,"Test"
"NDC-SOLES","pubmed-15056696",0,"Train"
"NDC-SOLES","pubmed-15126128",0,"Train"
"NDC-SOLES","pubmed-15198801",0,"Test"
"NDC-SOLES","pubmed-15234117",0,"Test"
"NDC-SOLES","pubmed-15262204",0,"Train"
"NDC-SOLES","pubmed-15265794",0,"Train"
"NDC-SOLES","pubmed-15301441",0,"Train"
"NDC-SOLES","pubmed-15302130",0,"Train"
"NDC-SOLES","pubmed-15315342",0,"Train"
"NDC-SOLES","pubmed-15325130",0,"Train"
"NDC-SOLES","pubmed-15378509",0,"Train"
"NDC-SOLES","pubmed-15379447",0,"Train"
"NDC-SOLES","pubmed-15380492",0,"Train"
"NDC-SOLES","pubmed-15456878",0,"Train"
"NDC-SOLES","pubmed-15456931",0,"Train"
"NDC-SOLES","pubmed-15475178",0,"Train"
"NDC-SOLES","pubmed-15492213",0,"Train"
"NDC-SOLES","pubmed-15520163",0,"Test"
"NDC-SOLES","pubmed-15567333",0,"Train"
"NDC-SOLES","pubmed-15670775",0,"Test"
"NDC-SOLES","pubmed-15671018",0,"Train"
"NDC-SOLES","pubmed-15701254",0,"Test"
"NDC-SOLES","pubmed-15703211",0,"Test"
"NDC-SOLES","pubmed-15748850",1,"Train"
"NDC-SOLES","pubmed-15755515",1,"Train"
"NDC-SOLES","pubmed-15757890",0,"Train"
"NDC-SOLES","pubmed-15764699",0,"Test"
"NDC-SOLES","pubmed-15806173",0,"Train"
"NDC-SOLES","pubmed-15817195",0,"Train"
"NDC-SOLES","pubmed-15862921",0,"Test"
"NDC-SOLES","pubmed-15899944",0,"Train"
"NDC-SOLES","pubmed-15937150",0,"Train"
"NDC-SOLES","pubmed-15950021",0,"Train"
"NDC-SOLES","pubmed-15951562",0,"Train"
"NDC-SOLES","pubmed-15955669",0,"Test"
"NDC-SOLES","pubmed-15974178",0,"Train"
"NDC-SOLES","pubmed-15979311",0,"Test"
"NDC-SOLES","pubmed-15998793",0,"Train"
"NDC-SOLES","pubmed-16000153",0,"Train"
"NDC-SOLES","pubmed-16023090",0,"Train"
"NDC-SOLES","pubmed-16039062",0,"Train"
"NDC-SOLES","pubmed-16051596",0,"Test"
"NDC-SOLES","pubmed-16051982",0,"Train"
"NDC-SOLES","pubmed-16150111",0,"Train"
"NDC-SOLES","pubmed-16176388",1,"Train"
"NDC-SOLES","pubmed-16190927",0,"Train"
"NDC-SOLES","pubmed-16210377",0,"Test"
"NDC-SOLES","pubmed-16284073",0,"Train"
"NDC-SOLES","pubmed-16288458",0,"Train"
"NDC-SOLES","pubmed-16314485",0,"Train"
"NDC-SOLES","pubmed-16317109",0,"Train"
"NDC-SOLES","pubmed-16331889",0,"Train"
"NDC-SOLES","pubmed-16362527",0,"Test"
"NDC-SOLES","pubmed-16409553",0,"Train"
"NDC-SOLES","pubmed-16452252",1,"Train"
"NDC-SOLES","pubmed-16465494",0,"Test"
"NDC-SOLES","pubmed-16496415",0,"Train"
"NDC-SOLES","pubmed-16518877",0,"Test"
"NDC-SOLES","pubmed-16520830",0,"Train"
"NDC-SOLES","pubmed-16525940",0,"Train"
"NDC-SOLES","pubmed-16529610",0,"Train"
"NDC-SOLES","pubmed-16565401",0,"Train"
"NDC-SOLES","pubmed-16609043",0,"Train"
"NDC-SOLES","pubmed-16645721",0,"Train"
"NDC-SOLES","pubmed-16672647",0,"Train"
"NDC-SOLES","pubmed-16675515",0,"Test"
"NDC-SOLES","pubmed-16704895",0,"Test"
"NDC-SOLES","pubmed-16716898",0,"Test"
"NDC-SOLES","pubmed-16737849",0,"Test"
"NDC-SOLES","pubmed-16782507",0,"Test"
"NDC-SOLES","pubmed-16826366",0,"Train"
"NDC-SOLES","pubmed-16860915",0,"Train"
"NDC-SOLES","pubmed-16895991",0,"Train"
"NDC-SOLES","pubmed-16902995",0,"Train"
"NDC-SOLES","pubmed-16922889",0,"Test"
"NDC-SOLES","pubmed-16956678",0,"Train"
"NDC-SOLES","pubmed-16973377",0,"Train"
"NDC-SOLES","pubmed-16981869",0,"Train"
"NDC-SOLES","pubmed-16989981",0,"Train"
"NDC-SOLES","pubmed-17062563",0,"Test"
"NDC-SOLES","pubmed-17089323",0,"Train"
"NDC-SOLES","pubmed-17108004",0,"Test"
"NDC-SOLES","pubmed-17140834",0,"Train"
"NDC-SOLES","pubmed-17192930",0,"Train"
"NDC-SOLES","pubmed-17196184",0,"Train"
"NDC-SOLES","pubmed-17208654",0,"Test"
"NDC-SOLES","pubmed-17234750",0,"Train"
"NDC-SOLES","pubmed-17237784",0,"Train"
"NDC-SOLES","pubmed-17319923",0,"Train"
"NDC-SOLES","pubmed-17360915",0,"Train"
"NDC-SOLES","pubmed-17395336",0,"Train"
"NDC-SOLES","pubmed-17403895",0,"Train"
"NDC-SOLES","pubmed-17437414",0,"Train"
"NDC-SOLES","pubmed-17445302",0,"Train"
"NDC-SOLES","pubmed-17471557",0,"Train"
"NDC-SOLES","pubmed-17508998",0,"Train"
"NDC-SOLES","pubmed-17532643",1,"Train"
"NDC-SOLES","pubmed-17537723",1,"Train"
"NDC-SOLES","pubmed-17595538",0,"Train"
"NDC-SOLES","pubmed-17604636",0,"Train"
"NDC-SOLES","pubmed-17611285",0,"Train"
"NDC-SOLES","pubmed-17640403",0,"Train"
"NDC-SOLES","pubmed-17640909",0,"Train"
"NDC-SOLES","pubmed-17651414",0,"Train"
"NDC-SOLES","pubmed-17725845",0,"Train"
"NDC-SOLES","pubmed-17846168",0,"Train"
"NDC-SOLES","pubmed-17889286",0,"Train"
"NDC-SOLES","pubmed-17941850",0,"Train"
"NDC-SOLES","pubmed-17967941",0,"Train"
"NDC-SOLES","pubmed-17982071",0,"Train"
"NDC-SOLES","pubmed-17983354",0,"Test"
"NDC-SOLES","pubmed-17985192",0,"Train"
"NDC-SOLES","pubmed-18031550",0,"Train"
"NDC-SOLES","pubmed-18080902",0,"Test"
"NDC-SOLES","pubmed-18082973",0,"Train"
"NDC-SOLES","pubmed-18159994",0,"Train"
"NDC-SOLES","pubmed-18172866",0,"Train"
"NDC-SOLES","pubmed-18172875",0,"Train"
"NDC-SOLES","pubmed-18186492",0,"Train"
"NDC-SOLES","pubmed-18194217",0,"Train"
"NDC-SOLES","pubmed-18226451",1,"Train"
"NDC-SOLES","pubmed-18248940",0,"Train"
"NDC-SOLES","pubmed-18258680",0,"Train"
"NDC-SOLES","pubmed-18272690",1,"Train"
"NDC-SOLES","pubmed-18281460",0,"Train"
"NDC-SOLES","pubmed-18295933",0,"Train"
"NDC-SOLES","pubmed-18308784",0,"Train"
"NDC-SOLES","pubmed-18332640",0,"Train"
"NDC-SOLES","pubmed-18343996",0,"Train"
"NDC-SOLES","pubmed-18345003",0,"Train"
"NDC-SOLES","pubmed-18469815",1,"Train"
"NDC-SOLES","pubmed-18487017",0,"Train"
"NDC-SOLES","pubmed-18490145",0,"Train"
"NDC-SOLES","pubmed-18512762",0,"Train"
"NDC-SOLES","pubmed-18515424",0,"Test"
"NDC-SOLES","pubmed-18534255",0,"Test"
"NDC-SOLES","pubmed-18544626",0,"Train"
"NDC-SOLES","pubmed-18571851",0,"Train"
"NDC-SOLES","pubmed-18573219",0,"Train"
"NDC-SOLES","pubmed-18586681",0,"Train"
"NDC-SOLES","pubmed-18618674",0,"Test"
"NDC-SOLES","pubmed-18667034",0,"Test"
"NDC-SOLES","pubmed-18691368",0,"Test"
"NDC-SOLES","pubmed-18726299",0,"Test"
"NDC-SOLES","pubmed-18727048",0,"Train"
"NDC-SOLES","pubmed-18778693",1,"Train"
"NDC-SOLES","pubmed-18814855",0,"Train"
"NDC-SOLES","pubmed-18815803",0,"Train"
"NDC-SOLES","pubmed-18832330",1,"Train"
"NDC-SOLES","pubmed-18951627",0,"Train"
"NDC-SOLES","pubmed-18977160",0,"Test"
"NDC-SOLES","pubmed-18985733",0,"Train"
"NDC-SOLES","pubmed-18997061",0,"Train"
"NDC-SOLES","pubmed-19000280",0,"Train"
"NDC-SOLES","pubmed-19020039",0,"Train"
"NDC-SOLES","pubmed-19028732",0,"Train"
"NDC-SOLES","pubmed-19036738",0,"Train"
"NDC-SOLES","pubmed-19059382",0,"Test"
"NDC-SOLES","pubmed-19081794",0,"Train"
"NDC-SOLES","pubmed-19091967",0,"Train"
"NDC-SOLES","pubmed-19101990",0,"Train"
"NDC-SOLES","pubmed-19124687",0,"Train"
"NDC-SOLES","pubmed-19132118",0,"Train"
"NDC-SOLES","pubmed-19185849",0,"Train"
"NDC-SOLES","pubmed-19196994",1,"Train"
"NDC-SOLES","pubmed-19208814",1,"Train"
"NDC-SOLES","pubmed-19216901",0,"Train"
"NDC-SOLES","pubmed-19228201",0,"Train"
"NDC-SOLES","pubmed-19261642",0,"Train"
"NDC-SOLES","pubmed-19278836",0,"Train"
"NDC-SOLES","pubmed-19317611",0,"Train"
"NDC-SOLES","pubmed-19332334",0,"Train"
"NDC-SOLES","pubmed-19333689",0,"Train"
"NDC-SOLES","pubmed-19339499",0,"Test"
"NDC-SOLES","pubmed-19369296",1,"Test"
"NDC-SOLES","pubmed-19372220",0,"Train"
"NDC-SOLES","pubmed-19376166",0,"Train"
"NDC-SOLES","pubmed-19396168",0,"Train"
"NDC-SOLES","pubmed-19397936",0,"Test"
"NDC-SOLES","pubmed-19414073",1,"Train"
"NDC-SOLES","pubmed-19429015",0,"Train"
"NDC-SOLES","pubmed-19435821",0,"Train"
"NDC-SOLES","pubmed-19470613",1,"Test"
"NDC-SOLES","pubmed-19485559",0,"Train"
"NDC-SOLES","pubmed-19506242",0,"Test"
"NDC-SOLES","pubmed-19531635",0,"Train"
"NDC-SOLES","pubmed-19544429",0,"Train"
"NDC-SOLES","pubmed-19563756",1,"Train"
"NDC-SOLES","pubmed-19595742",0,"Train"
"NDC-SOLES","pubmed-19605904",0,"Train"
"NDC-SOLES","pubmed-19620278",0,"Train"
"NDC-SOLES","pubmed-19625655",0,"Train"
"NDC-SOLES","pubmed-19633169",0,"Train"
"NDC-SOLES","pubmed-19642132",0,"Train"
"NDC-SOLES","pubmed-19670444",0,"Train"
"NDC-SOLES","pubmed-19674057",0,"Train"
"NDC-SOLES","pubmed-19682090",0,"Train"
"NDC-SOLES","pubmed-19706770",0,"Train"
"NDC-SOLES","pubmed-19723655",0,"Train"
"NDC-SOLES","pubmed-19734894",0,"Train"
"NDC-SOLES","pubmed-19760337",0,"Train"
"NDC-SOLES","pubmed-19777158",0,"Train"
"NDC-SOLES","pubmed-19782028",0,"Train"
"NDC-SOLES","pubmed-19785543",0,"Train"
"NDC-SOLES","pubmed-19790262",0,"Train"
"NDC-SOLES","pubmed-19800952",0,"Train"
"NDC-SOLES","pubmed-19969506",0,"Train"
"NDC-SOLES","pubmed-20026272",0,"Train"
"NDC-SOLES","pubmed-20050973",0,"Train"
"NDC-SOLES","pubmed-20051123",0,"Train"
"NDC-SOLES","pubmed-20056129",0,"Train"
"NDC-SOLES","pubmed-20069209",0,"Train"
"NDC-SOLES","pubmed-20078908",0,"Train"
"NDC-SOLES","pubmed-20079361",0,"Test"
"NDC-SOLES","pubmed-20091783",0,"Train"
"NDC-SOLES","pubmed-20096586",1,"Train"
"NDC-SOLES","pubmed-20126541",0,"Train"
"NDC-SOLES","pubmed-20132903",0,"Train"
"NDC-SOLES","pubmed-20147533",0,"Train"
"NDC-SOLES","pubmed-20151365",0,"Train"
"NDC-SOLES","pubmed-20165695",0,"Test"
"NDC-SOLES","pubmed-20171185",0,"Test"
"NDC-SOLES","pubmed-20171202",0,"Train"
"NDC-SOLES","pubmed-20175790",0,"Train"
"NDC-SOLES","pubmed-20187850",0,"Train"
"NDC-SOLES","pubmed-20197783",0,"Train"
"NDC-SOLES","pubmed-20339443",0,"Train"
"NDC-SOLES","pubmed-20368287",0,"Train"
"NDC-SOLES","pubmed-20370715",0,"Test"
"NDC-SOLES","pubmed-20374639",0,"Train"
"NDC-SOLES","pubmed-20393118",0,"Train"
"NDC-SOLES","pubmed-20400519",0,"Test"
"NDC-SOLES","pubmed-20405049",0,"Train"
"NDC-SOLES","pubmed-20405854",0,"Test"
"NDC-SOLES","pubmed-20418874",0,"Train"
"NDC-SOLES","pubmed-20420385",0,"Train"
"NDC-SOLES","pubmed-20449617",0,"Train"
"NDC-SOLES","pubmed-20450890",1,"Train"
"NDC-SOLES","pubmed-20471038",0,"Train"
"NDC-SOLES","pubmed-20589092",0,"Test"
"NDC-SOLES","pubmed-20592197",0,"Train"
"NDC-SOLES","pubmed-20610766",0,"Train"
"NDC-SOLES","pubmed-20626729",0,"Test"
"NDC-SOLES","pubmed-20645309",0,"Train"
"NDC-SOLES","pubmed-20650883",0,"Train"
"NDC-SOLES","pubmed-20656787",0,"Train"
"NDC-SOLES","pubmed-20700456",0,"Test"
"NDC-SOLES","pubmed-20712756",0,"Test"
"NDC-SOLES","pubmed-20713048",0,"Train"
"NDC-SOLES","pubmed-20714908",0,"Train"
"NDC-SOLES","pubmed-20720508",0,"Train"
"NDC-SOLES","pubmed-20724660",0,"Train"
"NDC-SOLES","pubmed-20727596",0,"Test"
"NDC-SOLES","pubmed-20802478",0,"Train"
"NDC-SOLES","pubmed-20837132",0,"Train"
"NDC-SOLES","pubmed-20850139",0,"Train"
"NDC-SOLES","pubmed-20851574",0,"Train"
"NDC-SOLES","pubmed-20858763",0,"Test"
"NDC-SOLES","pubmed-20865735",0,"Train"
"NDC-SOLES","pubmed-20876117",0,"Test"
"NDC-SOLES","pubmed-20882401",1,"Test"
"NDC-SOLES","pubmed-20946874",0,"Train"
"NDC-SOLES","pubmed-20957047",0,"Train"
"NDC-SOLES","pubmed-21048139",1,"Train"
"NDC-SOLES","pubmed-21071287",0,"Train"
"NDC-SOLES","pubmed-21075104",0,"Test"
"NDC-SOLES","pubmed-21093357",0,"Train"
"NDC-SOLES","pubmed-21127499",0,"Train"
"NDC-SOLES","pubmed-21147076",0,"Test"
"NDC-SOLES","pubmed-21196313",0,"Train"
"NDC-SOLES","pubmed-21211953",0,"Train"
"NDC-SOLES","pubmed-21234373",0,"Train"
"NDC-SOLES","pubmed-21246554",0,"Train"
"NDC-SOLES","pubmed-21256119",0,"Train"
"NDC-SOLES","pubmed-21277911",0,"Train"
"NDC-SOLES","pubmed-21330301",1,"Train"
"NDC-SOLES","pubmed-21332672",0,"Train"
"NDC-SOLES","pubmed-21352844",0,"Train"
"NDC-SOLES","pubmed-21397855",0,"Train"
"NDC-SOLES","pubmed-21398595",0,"Train"
"NDC-SOLES","pubmed-21430408",0,"Train"
"NDC-SOLES","pubmed-21521784",0,"Train"
"NDC-SOLES","pubmed-21530633",0,"Train"
"NDC-SOLES","pubmed-21556562",0,"Train"
"NDC-SOLES","pubmed-21570712",0,"Train"
"NDC-SOLES","pubmed-21641195",0,"Train"
"NDC-SOLES","pubmed-21672189",0,"Train"
"NDC-SOLES","pubmed-21687355",0,"Train"
"NDC-SOLES","pubmed-21699923",0,"Train"
"NDC-SOLES","pubmed-21703421",0,"Train"
"NDC-SOLES","pubmed-21715609",0,"Train"
"NDC-SOLES","pubmed-21750986",0,"Train"
"NDC-SOLES","pubmed-21751912",0,"Test"
"NDC-SOLES","pubmed-21772333",0,"Train"
"NDC-SOLES","pubmed-21832029",0,"Train"
"NDC-SOLES","pubmed-21865553",0,"Test"
"NDC-SOLES","pubmed-21945393",0,"Test"
"NDC-SOLES","pubmed-21949412",0,"Test"
"NDC-SOLES","pubmed-21952241",0,"Test"
"NDC-SOLES","pubmed-21968643",0,"Test"
"NDC-SOLES","pubmed-21988194",0,"Train"
"NDC-SOLES","pubmed-22000581",0,"Test"
"NDC-SOLES","pubmed-22006816",0,"Test"
"NDC-SOLES","pubmed-22009357",1,"Train"
"NDC-SOLES","pubmed-22019944",0,"Train"
"NDC-SOLES","pubmed-22023958",0,"Train"
"NDC-SOLES","pubmed-22024356",0,"Train"
"NDC-SOLES","pubmed-22061800",0,"Train"
"NDC-SOLES","pubmed-22096566",0,"Train"
"NDC-SOLES","pubmed-22103913",0,"Train"
"NDC-SOLES","pubmed-22108610",0,"Train"
"NDC-SOLES","pubmed-22114697",0,"Test"
"NDC-SOLES","pubmed-22134901",0,"Train"
"NDC-SOLES","pubmed-22143495",0,"Test"
"NDC-SOLES","pubmed-22155743",0,"Train"
"NDC-SOLES","pubmed-22183833",0,"Train"
"NDC-SOLES","pubmed-22227207",0,"Train"
"NDC-SOLES","pubmed-22227564",0,"Train"
"NDC-SOLES","pubmed-22253774",0,"Train"
"NDC-SOLES","pubmed-22254422",0,"Train"
"NDC-SOLES","pubmed-22260342",0,"Train"
"NDC-SOLES","pubmed-22261249",0,"Train"
"NDC-SOLES","pubmed-22262939",0,"Train"
"NDC-SOLES","pubmed-22275253",0,"Train"
"NDC-SOLES","pubmed-22281279",0,"Test"
"NDC-SOLES","pubmed-22328498",0,"Train"
"NDC-SOLES","pubmed-22352423",0,"Train"
"NDC-SOLES","pubmed-22353430",0,"Train"
"NDC-SOLES","pubmed-22354748",0,"Train"
"NDC-SOLES","pubmed-22355564",1,"Test"
"NDC-SOLES","pubmed-22363643",0,"Train"
"NDC-SOLES","pubmed-22371771",0,"Train"
"NDC-SOLES","pubmed-22401813",0,"Test"
"NDC-SOLES","pubmed-22437320",0,"Train"
"NDC-SOLES","pubmed-22442800",0,"Test"
"NDC-SOLES","pubmed-22458630",0,"Train"
"NDC-SOLES","pubmed-22508465",1,"Train"
"NDC-SOLES","pubmed-22542773",0,"Train"
"NDC-SOLES","pubmed-22542945",0,"Train"
"NDC-SOLES","pubmed-22578008",0,"Train"
"NDC-SOLES","pubmed-22612501",0,"Train"
"NDC-SOLES","pubmed-22623674",0,"Test"
"NDC-SOLES","pubmed-22633921",1,"Train"
"NDC-SOLES","pubmed-22681976",0,"Train"
"NDC-SOLES","pubmed-22683290",0,"Train"
"NDC-SOLES","pubmed-22688403",0,"Train"
"NDC-SOLES","pubmed-22762267",0,"Train"
"NDC-SOLES","pubmed-22807655",0,"Train"
"NDC-SOLES","pubmed-22857010",0,"Test"
"NDC-SOLES","pubmed-22882455",0,"Test"
"NDC-SOLES","pubmed-22902993",0,"Test"
"NDC-SOLES","pubmed-22915787",0,"Train"
"NDC-SOLES","pubmed-22967502",0,"Train"
"NDC-SOLES","pubmed-22983708",1,"Train"
"NDC-SOLES","pubmed-22986076",0,"Train"
"NDC-SOLES","pubmed-22986535",0,"Train"
"NDC-SOLES","pubmed-22992283",0,"Train"
"NDC-SOLES","pubmed-23000143",0,"Train"
"NDC-SOLES","pubmed-23006485",0,"Test"
"NDC-SOLES","pubmed-23009755",0,"Train"
"NDC-SOLES","pubmed-23056544",0,"Test"
"NDC-SOLES","pubmed-23068606",0,"Train"
"NDC-SOLES","pubmed-23081885",0,"Train"
"NDC-SOLES","pubmed-23102120",0,"Train"
"NDC-SOLES","pubmed-23103215",0,"Train"
"NDC-SOLES","pubmed-23114210",0,"Train"
"NDC-SOLES","pubmed-23135913",0,"Train"
"NDC-SOLES","pubmed-23136191",0,"Train"
"NDC-SOLES","pubmed-23141548",0,"Train"
"NDC-SOLES","pubmed-23152497",0,"Train"
"NDC-SOLES","pubmed-23155407",0,"Test"
"NDC-SOLES","pubmed-23195424",0,"Test"
"NDC-SOLES","pubmed-23201256",0,"Train"
"NDC-SOLES","pubmed-23234723",0,"Train"
"NDC-SOLES","pubmed-23318275",0,"Train"
"NDC-SOLES","pubmed-23338840",0,"Test"
"NDC-SOLES","pubmed-23351095",0,"Train"
"NDC-SOLES","pubmed-23385064",0,"Train"
"NDC-SOLES","pubmed-23407966",0,"Train"
"NDC-SOLES","pubmed-23408872",0,"Train"
"NDC-SOLES","pubmed-23413037",0,"Train"
"NDC-SOLES","pubmed-23415649",0,"Train"
"NDC-SOLES","pubmed-23417928",0,"Train"
"NDC-SOLES","pubmed-23463102",0,"Train"
"NDC-SOLES","pubmed-23479461",0,"Train"
"NDC-SOLES","pubmed-23504257",0,"Train"
"NDC-SOLES","pubmed-23533179",0,"Train"
"NDC-SOLES","pubmed-23565217",0,"Test"
